,title,rating,genre,Action,Adventure,Cars,Comedy,Dementia,Demons,Drama,Ecchi,Fantasy,Game,Harem,Hentai,Historical,Horror,Josei,Kids,Magic,Martial Arts,Mecha,Military,Music,Mystery,Parody,Police,Psychological,Romance,Samurai,School,Sci-Fi,Seinen,Shoujo,Shoujo Ai,Shounen,Shounen Ai,Slice of Life,Space,Sports,Super Power,Supernatural,Thriller,Unknown,Vampire,Yaoi,Yuri
786,Dragon Half,6.87,"['Comedy', 'Fantasy', 'Parody']",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
787,Mahou Shoujo-tai Arusu,7.09,"['Adventure', 'Comedy', 'Fantasy', 'Magic']",0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
788,.hack//Roots,6.91,"['Adventure', 'Drama', 'Fantasy', 'Game', 'Sci-Fi']",0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
789,Digimon Tamers,7.62,"['Adventure', 'Comedy', 'Drama', 'Fantasy', 'Shounen']",0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
790,Mind Game,7.79,"['Adventure', 'Comedy', 'Dementia', 'Psychological', 'Romance']",0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
791,Street Fighter II V,7.07,"['Action', 'Adventure', 'Drama', 'Mystery', 'Shounen']",1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
792,Nana,8.46,"['Music', 'Slice of Life', 'Comedy', 'Drama', 'Romance', 'Shoujo']",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
793,Zegapain,7.35,"['Action', 'Mecha', 'Romance', 'Sci-Fi']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
794,Simoun,7.46,"['Military', 'Drama', 'Magic', 'Romance', 'Fantasy', 'Shoujo Ai']",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
795,Aa! Megami-sama!: Sorezore no Tsubasa,7.58,"['Comedy', 'Magic', 'Romance', 'Seinen', 'Supernatural']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
796,Green Green OVA,6,"['Comedy', 'Ecchi', 'Romance', 'School']",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
797,Yuu☆Yuu☆Hakusho (Movie),6.82,"['Action', 'Adventure', 'Comedy', 'Demons', 'Supernatural', 'Martial Arts', 'Shounen']",1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
798,Yuu☆Yuu☆Hakusho: Meikai Shitou-hen - Honoo no Kizuna,7.21,"['Action', 'Adventure', 'Comedy', 'Demons', 'Supernatural', 'Martial Arts', 'Shounen']",1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
799,Shin Angyo Onshi,6.88,"['Action', 'Fantasy']",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
800,Tenshi no Tamago,7.69,"['Fantasy', 'Dementia', 'Drama']",0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801,Amaenaide yo!! Katsu!!,6.71,"['Comedy', 'Ecchi', 'Harem', 'Romance', 'Supernatural']",0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
802,Megami Kouhosei Special Curriculum,6.3,"['Action', 'Mecha', 'Military', 'Sci-Fi', 'Space']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
803,Megami Kouhosei,6.4,"['Action', 'Mecha', 'Military', 'Sci-Fi', 'Space']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
804,Black Lagoon,8.05,"['Action', 'Seinen']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
805,Yuusha-Ou GaoGaiGar,7.82,"['Adventure', 'Mecha', 'Sci-Fi', 'Shounen']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
806,Dragon Ball Movie 2: Majinjou no Nemurihime,6.79,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Sci-Fi', 'Shounen', 'Super Power']",1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
807,Dragon Ball Movie 3: Makafushigi Daibouken,6.88,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Sci-Fi', 'Shounen', 'Super Power']",1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
808,Dragon Ball Movie 4: Saikyou e no Michi,7.15,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Sci-Fi', 'Shounen', 'Super Power']",1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
809,Dragon Ball Z Movie 01: Ora no Gohan wo Kaese!!,6.7,"['Action', 'Sci-Fi', 'Adventure', 'Comedy', 'Fantasy', 'Shounen']",1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
810,Dragon Ball Z Movie 02: Kono Yo de Ichiban Tsuyoi Yatsu,6.65,"['Action', 'Sci-Fi', 'Adventure', 'Comedy', 'Fantasy', 'Shounen']",1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
811,Dragon Ball Z Movie 03: Chikyuu Marugoto Choukessen,6.73,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Sci-Fi', 'Shounen']",1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
812,Dragon Ball Z Movie 04: Super Saiyajin da Son Gokuu,6.6,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi', 'Shounen']",1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
813,Dragon Ball Z Movie 05: Tobikkiri no Saikyou tai Saikyou,7.05,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Sci-Fi', 'Shounen']",1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
814,Dragon Ball Z Movie 06: Gekitotsu!! 100-oku Power no Senshi-tachi,6.83,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Sci-Fi', 'Shounen']",1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
815,Dragon Ball Z Movie 07: Kyokugen Battle!! Sandai Super Saiyajin,6.89,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Sci-Fi', 'Shounen']",1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
816,"Dragon Ball Z Movie 08: Moetsukiro!! Nessen, Ressen, Chougekisen",7.34,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Sci-Fi', 'Shounen']",1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
817,Dragon Ball Z Movie 09: Ginga Girigiri!! Bucchigiri no Sugoi Yatsu,7.12,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Sci-Fi', 'Shounen']",1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
818,Dragon Ball Z Movie 10: Kiken na Futari! Super Senshi wa Nemurenai,6.81,"['Action', 'Adventure', 'Comedy', 'Demons', 'Fantasy', 'Martial Arts', 'Shounen', 'Super Power']",1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
819,Dragon Ball Z Movie 11: Super Senshi Gekiha!! Katsu no wa Ore da,5.9,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Martial Arts', 'Shounen', 'Super Power']",1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
820,Dragon Ball Z Movie 12: Fukkatsu no Fusion!! Gokuu to Vegeta,7.55,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Sci-Fi', 'Shounen']",1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
821,Dragon Ball Z Movie 13: Ryuuken Bakuhatsu!! Gokuu ga Yaraneba Dare ga Yaru,7.34,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Sci-Fi', 'Shounen']",1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
822,Princess Princess,7.02,"['Comedy', 'Drama', 'School', 'Shoujo']",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
823,Fullmetal Alchemist: Premium Collection,7.35,"['Fantasy', 'Comedy', 'Shounen']",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
824,Geneshaft,6.38,"['Adventure', 'Mecha', 'Sci-Fi', 'Space']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
825,Himawari!,6.34,"['Adventure', 'Comedy', 'Martial Arts']",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
826,Konjiki no Gash Bell!!: Mecha Vulkan no Raishuu,7.1,"['Adventure', 'Shounen', 'Supernatural']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
827,Ninkuu,7.04,"['Adventure', 'Shounen']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
828,Kakutou Bijin Wulong,6.6,"['Action', 'Ecchi', 'Martial Arts']",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
829,Ike! Ina-chuu Takkyuubu,7.56,"['Comedy', 'Ecchi', 'School', 'Sports']",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
830,Ginga Densetsu Weed,7.23,"['Adventure', 'Drama', 'Shounen']",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
831,Tokkou,6.58,"['Action', 'Mystery', 'Comedy', 'Horror', 'Police', 'Supernatural', 'Seinen']",1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
832,Riding Bean,7.08,"['Action', 'Cars', 'Police', 'Seinen']",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
833,Gintama,8.96,"['Action', 'Comedy', 'Historical', 'Parody', 'Samurai', 'Sci-Fi', 'Shounen']",1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
834,Ray The Animation,6.65,"['Drama', 'Romance', 'Sci-Fi']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
835,Nurse Witch Komugi-chan Magikarte Special,6.44,"['Comedy', 'Magic', 'Parody']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
836,Nurse Witch Komugi-chan Magikarte Z,6.65,"['Comedy', 'Parody', 'Magic']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
837,Transformers: Choujin Master Force,6.66,"['Adventure', 'Mecha', 'Sci-Fi', 'Shounen']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
838,Transformers: The☆Headmasters,6.45,"['Action', 'Sci-Fi', 'Adventure', 'Space', 'Mecha', 'Shounen']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
839,Tatakae! Chou Robot Seimeitai Transformers Victory,6.64,"['Adventure', 'Mecha', 'Sci-Fi', 'Shounen']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
840,Transformers Superlink,6.19,"['Sci-Fi', 'Adventure', 'Space', 'Mecha']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
841,Transformers Galaxy Force,6.63,"['Sci-Fi', 'Adventure', 'Mecha', 'Shounen']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
842,Seisenshi Dunbine,7.05,"['Action', 'Sci-Fi', 'Adventure', 'Drama', 'Fantasy', 'Mecha']",1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
843,Densetsu Kyojin Ideon,6.98,"['Sci-Fi', 'Space', 'Drama', 'Mecha']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
844,Ichigeki Sacchuu!! Hoihoi-san,6.06,"['Comedy', 'Sci-Fi', 'Slice of Life']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
845,Dai Mahou Touge,6.98,"['Comedy', 'Magic', 'Supernatural']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
846,Higurashi no Naku Koro ni,7.95,"['Mystery', 'Dementia', 'Horror', 'Psychological', 'Supernatural', 'Thriller']",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
847,Witchblade,7.27,"['Action', 'Sci-Fi', 'Super Power']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
848,Naruto Movie 2: Dai Gekitotsu! Maboroshi no Chiteiiseki Dattebayo!,6.88,"['Adventure', 'Comedy', 'Drama', 'Fantasy', 'Shounen', 'Supernatural']",0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
849,Appleseed,6.6,"['Action', 'Sci-Fi', 'Adventure', 'Police', 'Mecha']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
850,Shin Getter Robo tai Neo Getter Robo,7.06,"['Action', 'Mecha', 'Sci-Fi', 'Shounen']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
851,Inukami!,7.27,"['Comedy', 'Ecchi', 'Romance', 'Shounen', 'Supernatural']",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
852,Renkin San-kyuu Magical? Pokaan,6.98,"['Comedy', 'Ecchi', 'Magic', 'Parody', 'Vampire']",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
853,Nishi no Yoki Majo: Astraea Testament,6.77,"['Mystery', 'Comedy', 'Drama', 'Romance', 'Fantasy']",0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
854,Yume Tsukai,6.43,"['Drama', 'Fantasy', 'Magic', 'Slice of Life']",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
855,The Third: Aoi Hitomi no Shoujo,7.33,"['Action', 'Adventure', 'Sci-Fi', 'Seinen']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
856,Top wo Nerae! Gunbuster,7.89,"['Action', 'Comedy', 'Drama', 'Mecha', 'Military', 'Sci-Fi', 'Shounen', 'Space']",1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
857,Street Fighter Alpha: Generations,6.49,"['Adventure', 'Shounen']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
858,Chibi Maruko-chan,7.64,"['Comedy', 'Slice of Life', 'Shoujo']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
859,Magical Nyan Nyan Taruto,6.24,"['Comedy', 'Magic']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
860,Jyu Oh Sei,7.26,"['Action', 'Sci-Fi', 'Adventure', 'Mystery', 'Drama', 'Shoujo']",1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
861,Daikuu Maryuu Gaiking,6.68,"['Adventure', 'Mecha', 'Sci-Fi', 'Shounen']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
862,Saiunkoku Monogatari,7.94,"['Adventure', 'Comedy', 'Drama', 'Fantasy', 'Historical', 'Romance']",0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
863,HeatGuy J,7.17,"['Action', 'Adventure', 'Mecha', 'Police', 'Sci-Fi']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
864,Shin Chou Kyou Ryo: Condor Hero,7.36,"['Adventure', 'Drama', 'Historical', 'Romance']",0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
865,Shin Chou Kyou Ryo: Condor Hero II,7.33,"['Adventure', 'Drama', 'Historical', 'Romance']",0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
866,Virtua Fighter,7.1,"['Action', 'Adventure', 'Martial Arts', 'Comedy', 'Shounen']",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
867,Aria the Natural,8.2,"['Sci-Fi', 'Slice of Life', 'Fantasy', 'Shounen']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
868,"Love Hina: Motoko no Sentaku, Koi ka Ken... ""Naku na""",7.25,"['Drama', 'Romance', 'Slice of Life']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
869,Hit wo Nerae!,5.54,"['Comedy', 'Ecchi']",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
870,Yoshinaga-sanchi no Gargoyle,6.77,"['Slice of Life', 'Comedy', 'Fantasy']",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
871,Crayon Shin-chan,7.69,"['Slice of Life', 'Comedy', 'Ecchi', 'School', 'Seinen']",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
872,Hokuto no Ken,7.99,"['Action', 'Drama', 'Martial Arts', 'Sci-Fi', 'Shounen']",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
873,Kakutou Bijin Wulong: Rebirth,6.9,"['Action', 'Comedy', 'Martial Arts', 'School', 'Shounen']",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
874,Tsubasa Chronicle 2nd Season,7.6,"['Action', 'Adventure', 'Fantasy', 'Romance', 'Supernatural', 'Drama', 'Mystery', 'Shounen']",1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
875,Yokoyama Mitsuteru Sangokushi,7.37,"['Action', 'Adventure', 'Historical']",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
876,Astro Boy: Tetsuwan Atom,7,"['Action', 'Sci-Fi', 'Adventure', 'Super Power', 'Kids', 'Mecha', 'Shounen']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
877,Bible Black Gaiden,6.7,"['Hentai', 'Supernatural']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
878,Glass no Kantai: La Legende du Vent de l'Univers,6.58,"['Adventure', 'Sci-Fi']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
879,Dead Leaves,7.23,"['Adventure', 'Psychological', 'Comedy', 'Sci-Fi']",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
